trade,state_name,state,median_hourly_wage_usd,wage_differential_vs_national_pct,median_wage_source,license_regime,license_source
low-voltage-security,Colorado,CO,29.25,-1.22,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - Colorado, https://www.bls.gov/oes/current/oes_co.htm","A state-level license is required to perform electrical work in Colorado, regulated statewide by the Colorado State Electrical Board under the Division of Professions and Occupations (DORA). Credential tiers include Apprentice Electrician (registration), Residential Wireman, Journeyman Electrician, Master Electrician, and Electrical Contractor (entity-level credential required to operate an electrical contracting business).","Colorado Department of Regulatory Agencies (DORA), State Electrical Board (2024)"
low-voltage-security,Connecticut,CT,33.18,12.06,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ct.htm","Statewide licensing is mandatory in Connecticut through the Department of Consumer Protection (DCP) Electrical Work Examining Board (local towns/cities cannot issue separate trade licenses). Specific low-voltage license tiers include: C-5 Limited Electrical Contractor (contracting/supervisory scope for low-voltage, alarm/signal, sound, and telephone-interconnect systems up to 48V/8A); C-6 Limited Electrical Journeyperson (working under a C-5 contractor); L-5 Limited Electrical Contractor (low-voltage/alarm systems up to 25V/5A, excluding telecommunications); and L-6 Limited Electrical Journeyperson.","Connecticut Department of Consumer Protection (DCP) Electrical Work Examining Board, 2024"
low-voltage-security,Delaware,DE,29.32,-0.98,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_de.htm","State-level licensure is required in Delaware and is administered by the Delaware Board of Electrical Examiners under the Division of Professional Regulation (DPR). The licensing regime includes tiers such as Master Electrician, Master Electrician Special, Limited Electrician, Limited Electrician Special (which covers Low-Voltage Specialty for systems operating under 50 volts), Journeyperson Electrician, Residential Electrician, and Apprentice.","Delaware Board of Electrical Examiners, Division of Professional Regulation, 2024"
low-voltage-security,Florida,FL,24.1,-18.61,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), 2023, https://www.bls.gov/oes/2023/may/oes_fl.htm and https://www.bls.gov/oes/2023/may/oes472111.htm","A state-level license is required for electrical and low-voltage contracting work, regulated by the Florida Electrical Contractors' Licensing Board (ECLB) within the Department of Business and Professional Regulation (DBPR) under Chapter 489, Part II, Florida Statutes. Tiers include statewide Certified Specialty Contractors (such as Certified Limited Energy Systems Specialty [ES], Certified Burglar Alarm System Specialty [EF], and Certified Fire Alarm System Specialty [EG]) and local Registered Specialty Contractors (ER/local jurisdiction competency card).","Florida Department of Business and Professional Regulation (DBPR) Electrical Contractors' Licensing Board, 2024, https://www.myfloridalicense.com/DBPR/electrical-contractors"
low-voltage-security,Georgia,GA,27.09,-8.51,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), 2023, https://www.bls.gov/oes/current/oes_ga.htm","A state-level license is required in Georgia for low-voltage contracting work, regulated by the Georgia State Board of Low Voltage Contractors (Division of Low Voltage Contractors under the Office of the Secretary of State). The licensing structure features four tiers: General Low Voltage (Class LVG), Alarm Low Voltage (Class LVA), Telecommunication Low Voltage (Class LVT), and Unrestricted Low Voltage (Class LVU).","Georgia State Board of Low Voltage Contractors / Georgia Secretary of State, 2023, https://sos.ga.gov"
low-voltage-security,Hawaii,HI,44.59,50.59,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates (Hawaii & US National), 2024, https://www.bls.gov/oes/current/oes_hi.htm","State-level licensing required throughout Hawaii. Regulated by the Hawaii Department of Commerce and Consumer Affairs (DCCA), Professional and Vocational Licensing (PVL) Division. Contracting entities must hold a C-15 Electronic Systems Contractor license (or specialty subcategories C-15a Fire and Burglar Alarm, C-15b Telecommunications, or C-13 Electrical Contractor) under HRS Chapter 444 / Contractors License Board, designating a Responsible Managing Employee (RME). Individual tradespersons must hold a Journey Worker Specialty Electrician (EJS) or Supervising Specialty Electrician (ESS) license under HRS Chapter 448E / Board of Electricians and Plumbers.","Hawaii Department of Commerce and Consumer Affairs (DCCA), Professional and Vocational Licensing Division, Contractors License Board & Board of Electricians and Plumbers, 2024, https://cca.hawaii.gov/pvl/boards/contractor"
low-voltage-security,Idaho,ID,26.56,-10.3,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_id.htm","State-level licensing is mandatory in Idaho, governed by the Idaho Division of Occupational and Professional Licenses (DOPL) Electrical Board under Idaho Code Title 54, Chapter 10. Low-voltage and security system work falls under specialized limited energy tiers, including Limited Trainee, Limited Electrical Installer (requiring 4,000 hours / 2 years of documented experience and passing an exam), and Limited Electrical Contractor (requiring a qualified designated installer, passing the business and law exam, and meeting insurance requirements).","Idaho Division of Occupational and Professional Licenses (DOPL) - Idaho Electrical Board, 2024, https://dopl.idaho.gov"
low-voltage-security,Illinois,IL,42.33,42.96,"U.S. Bureau of Labor Statistics (BLS), Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_il.htm","At the state level, low-voltage security and alarm contracting in Illinois is regulated by the Illinois Department of Financial and Professional Regulation (IDFPR) under the Private Detective, Private Alarm, Private Security, Fingerprint Vendor, and Locksmith Act of 2004. Licensing tiers include Licensed Private Alarm Contractor (individual), Licensed Private Alarm Contractor Agency (entity), and Permanent Employee Registration Card (PERC) for employees. Non-alarm electrical work is regulated at the municipal or county level.","Illinois Department of Financial and Professional Regulation (IDFPR), 2024, https://idfpr.illinois.gov/profs/alarm.html"
low-voltage-security,Indiana,IN,32.73,10.54,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023 State and National Estimates, 2024, https://www.bls.gov/oes/2023/may/oes_in.htm","Indiana has no statewide electrical or low-voltage contractor license requirement. Under Indiana Code Title 22, Article 13 (IC 22-13-2-2), electrical and low-voltage licensing authority is delegated to local municipalities and counties, which establish their own local licensing tiers and contractor registration requirements (e.g., Indianapolis/Marion County Department of Business and Neighborhood Services).","Indiana General Assembly, Indiana Code Title 22 Article 13, 2023, https://iga.in.gov"
low-voltage-security,Iowa,IA,30.61,3.38,"U.S. Bureau of Labor Statistics, May 2023 OEWS, https://www.bls.gov/oes/current/oes_ia.htm","Electrical licensing in Iowa is regulated at the state level by the Iowa Electrical Examining Board under the Department of Inspections, Appeals, and Licensing (DIAL). Under Iowa Code § 103.22(11), standard low-voltage installations (Class 2 and Class 3 remote control, signaling, optical fiber, voice, video, audio, and data signal systems) are exempt from general electrical licensing. However, specialized low-voltage applications may require a Special Electrician license endorsement, and full electrical contracting requires a Master Electrician license and state Electrical Contractor registration with DIAL. Local jurisdictions may impose additional municipal permitting requirements.","Iowa Electrical Examining Board / Department of Inspections, Appeals, and Licensing (DIAL), 2024, https://dial.iowa.gov"
low-voltage-security,Kansas,KS,28.79,-2.77,"U.S. Bureau of Labor Statistics, May 2023 OEWS, https://www.bls.gov/oes/current/oes_ks.htm","No statewide license is required for low-voltage, security, or electrical contractors in Kansas. Contractor and electrician licensing is governed entirely at the local municipal and county level (e.g., Sedgwick County, Johnson County, City of Topeka). Local jurisdictions issue credentials across various tiers including Master Electrician, Journeyman Electrician, Residential Wireman, and Alarm Systems / Low-Voltage Technician.","Sedgwick County Metropolitan Area Building and Construction Department (MABCD), 2024"
low-voltage-security,Kentucky,KY,27.47,-7.23,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ky.htm","State-level licensing is required in Kentucky for low-voltage and electrical work through the Department of Housing, Buildings and Construction (DHBC) under KRS 227A. Tiers include Electrician (Journeyman), Master Electrician, and Electrical Contractor (a business-level license requiring a qualifying Master Electrician). Additionally, security/alarm installations require an Alarm System Installer Permit under KRS 198B.554.","Kentucky Department of Housing, Buildings and Construction (DHBC), 2026, https://dhbc.ky.gov"
low-voltage-security,Louisiana,LA,28.49,-3.78,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS) - Louisiana, 2023, https://www.bls.gov/oes/2023/may/oes_la.htm","State-level licensing is required in Louisiana. The Louisiana State Licensing Board for Contractors (LSLBC) requires a commercial electrical license with subclassifications such as Telecommunications or Electrical Controls/Instrumentation for projects exceeding $10,000 in value (labor and materials). Additionally, security, intrusion alarm, CCTV, and access control installations are regulated at the state level by the Louisiana Office of State Fire Marshal (OSFM) under Life Safety and Property Protection licensing.","Louisiana State Licensing Board for Contractors (LSLBC) / Louisiana Office of State Fire Marshal (OSFM), 2024, https://lslbc.gov"
